Address,Full Address,Name,Date,Architect,Builder,Style,Link,Notes,Photo,Marker
316 Highland Rd,"316 Highland Rd, Ithaca, NY 14850",former Phi Epsilon Pi Fraternity,1960,,,Inn/Lodge,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNEtTbGtTN0xSdjg&export=download,
316 The Parkway,"316 The Parkway, Ithaca, NY 14850",,1915,,,Craftsman,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUTV2Z2NfTW5aVkU&export=download,
316 East Upland Rd ,"316 East Upland Rd, Ithaca, NY 14850",,2006,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUUhfcnU1dk9qZkU&export=download,
317 East Upland Rd ,"317 East Upland Rd, Ithaca, NY 14850",,land only,,,land only,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMS1JoaVhObDQ1UkU&export=download,
318 Highland Rd,"318 Highland Rd, Ithaca, NY 14850",Northcote; Acacia Fraternity,1907,Gibb & Waltz,,Prairie,http://cayugaheightshistory.weebly.com/318-highland-rd---northcote.html,"A non-conformist himself, Henry Shaler Williams was likely influenced by the work non-conforming atchitect Frank Lloyd Wright when he had his long, horizontally oriented home built hugging the ground. Low ceilings inside provide a feeling of intimacy in an otherwise expansive design. (Public Sites, Fraternity, Notable Architecture)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMc0FNTlBXNkZCQTQ&export=download,
319 Highland Rd,"319 Highland Rd, Ithaca, NY 14850",Lakeland Apartments,1947,,,Brick Apartments,,"Home to chemist and Manhattan Project scientist Richard A. Reinhardt; as well as Paulus Pieter Bijlaard, to whom Queen Wilhelmina in 1941 conferred knighthood in the Order of the Netherlands Lions, the highest civil award of Holland. (Major Award Winners, Manhattan Project)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMY05jX3NpdFZiV0k&export=download,
319 The Parkway,"319 The Parkway, Ithaca, NY 14850",,1925,,,Cape Cod,,"Home to John Hartell, American artist of first the Impressionist, and later the Modern Styles. One of Cornell University's Sibley Hall art galleries is named for Hartell.",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMcXA0ZEVGbGFhMVk&export=download,
319 East Upland Rd ,"319 East Upland Rd, Ithaca, NY 14850",,1960,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMOUhGbmt0Z1dyMXc&export=download,
320 North Sunset Dr,"320 North Sunset Dr, Ithaca, NY 14850",,1967,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMcVF1MkNHMExxZFk&export=download,
320 The Parkway,"320 The Parkway, Ithaca, NY 14850",,1929,,,Dutch Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMa01IQ282bGNEZ1U&export=download,
320 East Upland Rd ,"320 East Upland Rd, Ithaca, NY 14850",,1975,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMRGNOLVdoR2dnUFk&export=download,
322 Highland Rd,"322 Highland Rd, Ithaca, NY 14850",,1915,,,English Cottage Revival,http://cayugaheightshistory.weebly.com/322-highland-road.html,"Home of Edith Clifford Williams, non-conformist daughter of Henry Shaler Williams. Edith, known by choice as ""Clifford,"" was an accomplished artist in Alfred Steiglitz's inner circle, and her work was featured in Marcel Duchamp's modernist journal Rongwrong. Williams used her inheritance from the sale of her parents' home, ""Northcote"" (now Acacia), to build this house. 
 
 When her parents disapproved of the man she wished to marry, she declared she would never marry, and she did not. Instead, she maintained a fifty-year affair with the influential Chinese intellectual, activist, and diplomat, Hu Shi. Their romance and detailed letters are captured in the book, A Pragmatist and His Free Spirit: the Half Century Romance of Hu Shi & Edith Clifford Williams.  (Notable Women, Notable Architecture)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMYlJ5dzFoZ1pWLUk&export=download,
323 Highland Rd,"323 Highland Rd, Ithaca, NY 14850",,1954,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMRGcxN25HdmdaU3c&export=download,
323 The Parkway,"323 The Parkway, Ithaca, NY 14850",,1962,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMW5BZGhMNVBpcEU&export=download,
324 The Parkway,"324 The Parkway, Ithaca, NY 14850",,1955,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMdFI1bTBkSXZmZkk&export=download,
325 Highland Rd,"325 Highland Rd, Ithaca, NY 14850",,1952,,,Cape Cod,,"Home to Harold Widom, (1960-68), American mathematician well known for his contributions to operator theory and random matrices.",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMcUUybzFsQ19STm8&export=download,
327 The Parkway,"327 The Parkway, Ithaca, NY 14850",,1975,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMeUZpX2MzUzV4Z3M&export=download,
330 North Sunset Dr,"330 North Sunset Dr, Ithaca, NY 14850",,2004,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMYjNyQ05KMVVXTHc&export=download,
330 The Parkway,"330 The Parkway, Ithaca, NY 14850",,1923,Helen Binkerd Young,,Craftsman,,"One-time home to astronomer Carl Sagan, Pulitzer Prize winner and creator of the Emmy Award-winning series, Cosmos. (Major Award Winners, Notable Architecture)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMZ0V3TFZSWUJseDg&export=download,
330 Triphammer Rd,"330 Triphammer Rd, Ithaca, NY 14850",Pi Beta Phi,1946,,,Inn/Lodge,,"Public Site, Sorority",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMZmNBR1NtTlNxdWs&export=download,
333 North Sunset Dr,"333 North Sunset Dr, Ithaca, NY 14850",,1940,,,Contemporary,,Residence (1963-72) of chemist and National Medal of Science recipient Jerrold Meinwald. (Major Award Winners),http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbmg3NFMzbm1MUEk&export=download,
333 The Parkway,"333 The Parkway, Ithaca, NY 14850",,1934,,,Colonial,,"Home to Gregory Vlastos, MacArthur Award winner. Also home to Pulitzer Prize-winning musician Karel Husa. (Major Award Winners)",http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_LUEFrZDNvajBIZnc&export=download,
335 The Parkway,"335 The Parkway, Ithaca, NY 14850",,1964,,,Raised Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbDhLeHh2bjdWbEk&export=download,
336 North Sunset Dr,"336 North Sunset Dr, Ithaca, NY 14850",,1967,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMdWJQM0NveDl1TXc&export=download,
340 North Sunset Dr,"340 North Sunset Dr, Ithaca, NY 14850",,1967,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMOHNtbGNGRkFDVFk&export=download,
347 The Parkway,"347 The Parkway, Ithaca, NY 14850",,1939,,McPherson,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMOUc1dHBnQVBOZ3c&export=download,
378 The Parkway,"378 The Parkway, Ithaca, NY 14850",,1975,,,Raised Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMemQzeW92VUJEUTQ&export=download,
380 The Parkway,"380 The Parkway, Ithaca, NY 14850",,1925,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMTWp4Q1ZlSVBWR2M&export=download,
381 The Parkway,"381 The Parkway, Ithaca, NY 14850",,1962,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMX2FPOUxaXzFlb2s&export=download,
382 The Parkway,"382 The Parkway, Ithaca, NY 14850",,1970,Carl Tallman,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMQlZia1NQanhVa0k&export=download,
383 The Parkway,"383 The Parkway, Ithaca, NY 14850",,1960,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMcGtxcldGZElWX00&export=download,
384 The Parkway,"384 The Parkway, Ithaca, NY 14850",,1969,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMRUM5UnY0T1FkVWs&export=download,
386 The Parkway,"386 The Parkway, Ithaca, NY 14850",,1940,,,Bungalow,,"Former home of Bruno Rossi (1940-45), physicist and Manhattan Project scientist. Ithaca City phone directories show his address as 400 The Parkway. (Major Award Winner)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMOHljaUlaMDR1XzA&export=download,
398 Triphammer Rd,"398 Triphammer Rd, Ithaca, NY 14850",,1948,Raymond Viner Hall,,Usonian,,"Known as a ""Fallingwater of Ithaca;"" built by the son of Frank Lloyd Wright's Fallingwater builder. (Notable Architecture)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUmhRMHVaQ2F3dnc&export=download,
398 East Upland Rd ,"398 East Upland Rd, Ithaca, NY 14850",,1980,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMeGg5ZWgzRmlrdms&export=download,
4 Highland Park Lane,"4 Highland Park Lane, Ithaca, NY 14850",,1949,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMZzZzcG5XRUtqdE0&export=download,
4 Lowell Pl,"4 Lowell Pl, Ithaca, NY 14850",,1951,Tallman & Tallman,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMeG9FMjhzUUFOMlU&export=download,
4 Pleasant Grove Lane,"4 Pleasant Grove Lane, Ithaca, NY 14850",,1980,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMelNaMElRcXJ4S00&export=download,
4 Spruce Lane,"4 Spruce Lane, Ithaca, NY 14850",,2003,,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMWkR6M3AzT3lrM3c&export=download,
4 Triphammer Lane,"4 Triphammer Lane, Ithaca, NY 14850",,1951,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMaTRPczYwbkZ1bms&export=download,
4 Winthrop Pl,"4 Winthrop Pl, Ithaca, NY 14850",,1965,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNkdJbHVJM296SDQ&export=download,
400 Triphammer Rd,"400 Triphammer Rd, Ithaca, NY 14850",Westview Apartments,1981,,,Brick Apartments,,"Residence, in 1964, of MacArthur Award recipient A.R. Ammons. (Major Award Winners)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMN1A4c29xY0xIc00&export=download,
400 East Upland Rd ,"400 East Upland Rd, Ithaca, NY 14850",,1956,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbWlESHNDS2NxZ3c&export=download,
401 Highgate Rd,"401 Highgate Rd, Ithaca, NY 14850",,1952,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMY250ZTVzWWg4T1E&export=download,
402 Cayuga Heights Rd,"402 Cayuga Heights Rd, Ithaca, NY 14850",,1922,Helen Binkerd Young,,Craftsman,,Notable Architecture,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMdURWX245cEcxbnM&export=download,
402 Hanshaw Rd,"402 Hanshaw Rd, Ithaca, NY 14850",,1917,,,Shingle,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMTHFMRVFyVnM4UmM&export=download,
402 East Upland Rd ,"402 East Upland Rd, Ithaca, NY 14850",,1959,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMT2lDbDNjSWhBcE0&export=download,
403 Highgate Rd,"403 Highgate Rd, Ithaca, NY 14850",,1952,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMTdxODRuQUlOTTQ&export=download,
404 Highland Rd,"404 Highland Rd, Ithaca, NY 14850",,1939,,,Colonial,,"In 1958-1959, home of writer Vladimir Nabokov, author of Lolita and Pale Fire, among other books. (Notable Architecture)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMcGRZVEl6QThmVEk&export=download,
404 Triphammer Rd,"404 Triphammer Rd, Ithaca, NY 14850",,1966,Alexander Kira,,Usonian,http://cayugaheightshistory.weebly.com/404-triphammer-road.html,"This unusual home's architecture was influenced by a style employed by Frank Lloyd Wright in 1936. A variant of a Usonian home, such homes are distinguished by their small size and are generally single-story dwellings on inexpensive sites. A flat roof and natural lighting provided by clerestory windows provide a strong visual connection between the interior and exterior spaces. Designed and owned by Cornell architecture professor Alexander Kira, the home adheres to Miesian design principles. This minimalist aesthetic was evident in the two homes he designed for himself in Cayuga Heights (the other has since been replaced). Those who had occasion to visit recalled that he and his wife, Marian, were always proud to show off the many special features of these houses. Storage compartments were designed to accommodate specific items such as wine glasses, placemats, or socks. The interiors were always comfortable, clean, properly arranged and camera ready. (Notable Architecture)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUUxHV3FDRG1fV2M&export=download,
404 East Upland Rd ,"404 East Upland Rd, Ithaca, NY 14850",,1958,,,Split Level,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMWmRvUWdSTWlvR1E&export=download,
406 Cayuga Heights Rd,"406 Cayuga Heights Rd, Ithaca, NY 14850",,1926,J. Lakin Baldridge,,Tudor Revival,,Past residents include mathematicians Piergiorgio Odifreddi and Richard H. Rand. (Notable Architecture),http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMQnBxRFI5RTVLS0E&export=download,
406 Klinewoods Rd,"406 Klinewoods Rd, Ithaca, NY 14850",,1999,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMRlNIdmU0Skg1V00&export=download,
406 Triphammer Rd,"406 Triphammer Rd, Ithaca, NY 14850",,1932,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMMDBTUVZDU3Qwdnc&export=download,
406 East Upland Rd ,"406 East Upland Rd, Ithaca, NY 14850",,1952,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUjdWUGdUN3AyUEU&export=download,
407 Klinewoods Rd,"407 Klinewoods Rd, Ithaca, NY 14850",,1926,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMSnp1c0JjZkJMNGs&export=download,
408 Highland Rd,"408 Highland Rd, Ithaca, NY 14850",,1957,Carl Koch,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUmJZb2MxSTNMckU&export=download,
408 Klinewoods Rd,"408 Klinewoods Rd, Ithaca, NY 14850",,1934,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMRnlkMTdtNkdiN0U&export=download,
408 East Upland Rd ,"408 East Upland Rd , Ithaca, NY 14850",,1959,,,Office Building,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMR2d5SDBVZlVyVUE&export=download,
409 Hanshaw Rd,"409 Hanshaw Rd, Ithaca, NY 14850",,1930,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMN001aEl2OWR4MXM&export=download,
410 Triphammer Rd,"410 Triphammer Rd, Ithaca, NY 14850",,1931,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMQ0txZUV2ZXlpQWM&export=download,
410 East Upland Rd ,"410 East Upland Rd , Ithaca, NY 14850",Cayuga Heights Terrace,1982,,,Office Building,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMWHNmUTJuN0Yydmc&export=download,
411 Cayuga Heights Rd,"411 Cayuga Heights Rd, Ithaca, NY 14850",,1948,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNGhVXzExVUx6MmM&export=download,
411 Hanshaw Rd,"411 Hanshaw Rd, Ithaca, NY 14850",,1933,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMVVU3MXp4czdxVWc&export=download,
411 Kline Rd,"411 Kline Rd, Ithaca, NY 14850",,1989,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbUpwN1Z4UGt0SDg&export=download,
411 Klinewoods Rd,"411 Klinewoods Rd, Ithaca, NY 14850",,1976,,,Raised Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbU9YT19aWXJwMzg&export=download,
412 Hanshaw Rd,"412 Hanshaw Rd, Ithaca, NY 14850",,1939,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNENaUlZHanRzZGc&export=download,
412 Highland Rd,"412 Highland Rd, Ithaca, NY 14850",,1946,,,Cape Cod,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbHlzN2R1S0E1dGs&export=download,
412 Klinewoods Rd,"412 Klinewoods Rd, Ithaca, NY 14850",,1955,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMaHd4WGQtYkRnWlU&export=download,
412 East Upland Rd ,"412 East Upland Rd , Ithaca, NY 14850",,1940,,,Office Building,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMblBFZGlIX3dfMXc&export=download,
413 Highland Rd,"413 Highland Rd, Ithaca, NY 14850",,1978,Alexander Kira,,Contemporary,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNHFHT1g4SHo0Q2c&export=download,
414 Cayuga Heights Rd,"414 Cayuga Heights Rd, Ithaca, NY 14850",,1924,,,Craftsman,,"Former home of astronomer Thomas Gold, who is buried in nearby Pleasant Grove Cemetery in Cayuga Heights. (Major Award Winners)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMQkZidFdKNGhYTms&export=download,
414 Triphammer Rd,"414 Triphammer Rd, Ithaca, NY 14850",,1926,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMRUpqVXdaY2RQQjg&export=download,
415 Cayuga Heights Rd,"415 Cayuga Heights Rd, Ithaca, NY 14850",,1926,,,Tudor Revival,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMYXlTRGZEVzNiclE&export=download,
415 Hanshaw Rd,"415 Hanshaw Rd, Ithaca, NY 14850",,1934,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMN21kZmZFNzBPMXM&export=download,
415 Klinewoods Rd,"415 Klinewoods Rd, Ithaca, NY 14850",,1928,,,Queen Anne,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMNjB3WTlWSS1qX1E&export=download,
416 Cayuga Heights Rd,"416 Cayuga Heights Rd, Ithaca, NY 14850",,1921,,,Queen Anne,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMbElQendfR1ozUzQ&export=download,
416 Hanshaw Rd,"416 Hanshaw Rd, Ithaca, NY 14850",,1928,,,English Cottage Revival,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUmdlcDduQ2dZNlE&export=download,
416 Highland Rd,"416 Highland Rd, Ithaca, NY 14850",,1930,Lowe & Speer,,English Cottage Revival,,"World War I international correspondent and author Maude Radford Warren (1875-1934) moved to Ithaca to be near her best friend Harriet Davenport and her husband, economist Herbert Davenport, who lived at 216 Overlook Road. A popular writer of magazine stories and novels, Warren had one of her best-sellers, ""The House of Youth"" (1924), made into a movie by director Ralph Ince in 1925. Warren had this home built at 416 Highland Road to duplicate her former home in Chicago's Hyde Park neighborhood. Warren is buried at nearby Pleasant Grove Cemetery.Mathematician Ralph Agnew purchased the home from Warren's estate. (Notable Architecture, Notable Women, Writer)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMUllWNVlVTGhzQm8&export=download,
416 Klinewoods Rd,"416 Klinewoods Rd, Ithaca, NY 14850",,1926,,,Colonial,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMcXVUY3NGYjdKMmM&export=download,
418 Klinewoods Rd,"418 Klinewoods Rd, Ithaca, NY 14850",,1925,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMZXRYeVVYTGJSaE0&export=download,
419 Cayuga Heights Rd,"419 Cayuga Heights Rd, Ithaca, NY 14850",,1920,,,Tudor Revival,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMdmFJajBUTlBjQnM&export=download,
419 Triphammer Rd,"419 Triphammer Rd, Ithaca, NY 14850",,1952,,,Ranch,,,http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMa0ZoSEZDUG1yVVU&export=download,
419 Wyckoff Avenue,"419 Wyckoff Avenue, Ithaca, NY 14850",,1908,,,Queen Anne,,Home to physicist and Manhattan Project scientist Joseph Levinger.,"http://docs.google.com/uc?authuser=0&id=0B3Dz3xQqxQ8rRjIzWGxjN3VxUk0&export=download
",small_blue
420 Hanshaw Rd,"420 Hanshaw Rd, Ithaca, NY 14850",,1925,,,Tudor Revival,,"Residence (1966-68) of chemist Roald Hoffman, Nobel Prize and National Medal of Science winner. (Major Award Winners)",http://docs.google.com/uc?authuser=0&id=0BzXam-pMpzwMQXdVYi1ndDZoYVU&export=download,
421 Highland Rd,"421 Highland Rd, Ithaca, NY 14850",Clovermere,1903,Clinton Vivian,,Shingle,http://cayugaheightshistory.weebly.com/421-highland-rd---clovermere.html,"Built for Cayuga Heights developer Jared T. Newman's family as a summer residence on the small lane between The Parkway and Highland Road, ""Clovermere"" was later winterized and moved to its current location in 1921. Newman began construction of a commanding new residence with Spanish and Mission style elements, including a red tile roof, near the entrance to Cayuga Heights at what is now 9 Parkway Place (originally 409 Highland Road). (Notable Architecture, Mayor of Ithaca, Village Hisotry)",http://docs.google.com/uc?authuser=0&id=0B4mZNbHgzx_LS182d0FoRWxwX2M&export=download,
